證券代碼,Y,現金及約當現金佔流動資產,應收帳款及票據佔流動資產,存貨佔流動資產,不動產廠房及設備佔非流動資產,應付帳款及票據佔流動負債,其他應付款佔流動負債,普通股股本佔股東權益總額,股本佔股東權益總額,每股盈餘,營運現金流量比率,營運現金流量對淨利比率,營運指數,營運現金流量佔本期產生現金流量,投資活動之現金流量佔本期產生現金流量,籌資活動之現金流量佔本期產生現金流量,ROA(C)稅前息前折舊前,ROA(A)稅後息前,ROA(B)稅後息前折舊前,ROE(A)－稅後,稅前息前折舊前淨利率,ROE(B)－常續利益,營業毛利率,已實現銷貨毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支/營收,常續利益率－稅後,貝里比率,營業資產報酬率,營業費用率,用人費用率,研究發展費用率,現金流量比率,常續性EPS,每股現金流量,每股營業額,每股營業利益,每股稅前淨利,季底每股稅前淨利,季底每股稅後淨利,營收成長率,營業毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,現金流量允當比,流動比率,總負債/總淨值,利息保障倍數,營業利益 /實收資本比,稅前純益 /實收資本,內部保留比率,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,平均收帳天數,存貨週轉率（次）,平均售貨天數,淨值週轉率（次）,淨營業週期（日）,季底售貨天數,自由現金流量(D),季底應收帳款/營收TSE,Tobins Q,Tobins Q (A),高管基層薪資差異(倍)
6237 驊訊,0,0.863970191,0.084340908,0.041621947,0.278783992,0.428030526,0.517361805,0.500298979,0.500508012,2.33,-0.452359395,-0.209330925,-9.560072784,0.236774888,0.642591168,0.100046161,-1.8,10.55,-1.99,11.38,52.08,-2.55,55.13,55.13,-18.92,49.97,49.44,68.89,-11.06,74.45,-6.3,74.05,53.39,42.02,-45.24,-0.51,-0.49,4.66,-0.88,2.35,2.33,2.3,-8.02,-13.93,-406.54,136.51,171.66,171.66,-1905.82,-2.61,-2.28,6.35,41.19,891.81,7.69,,-8.81,23.26,78.49,673379,6.05,5.64,0.21,64.72,5.1,71.61,0.23,55.45,71.55,338590,17.39,1.15,1.15,4.4
6243 迅杰,0,0.419229366,0.196495297,0.142098819,0.544466937,0.255060841,0.050386738,1.199446803,1.199446803,-1.47,-0.682459446,1.566624262,-2.882301763,1.454175101,0.878483468,-1.33265857,-11.2,-12.4,-11.42,-16.11,-19.84,-16.17,24.93,24.93,-19.07,-22.15,-22.15,-3.08,-22.22,56.66,-11.31,44,24.56,15.24,-68.25,-1.47,-2.3,6.63,-1.26,-1.47,-1.47,-1.47,-3.75,-9.8,3.24,-7.64,-9.29,-9.29,-8.11,-1.04,-15.62,-1.24,-564.98,336.24,40.63,-211.04,-12.64,-14.68,,596804,46.01,2.8,0.56,130.17,3.57,102.15,0.73,146.82,118.83,6153,33.59,1.75,1.75,1.95
6291 沛亨,0,0.258737357,0.155069312,0.386668288,0.295490669,0.162096178,0.050784312,22.28440092,22.28440092,-1.8,-0.189668431,0.691265306,-7.623917493,2.219077568,0.887141859,-2.106219427,-15.15,-18.66,-16.13,-150.19,-14.36,-150.19,35.31,35.31,-17.2,-18.97,-19.12,-1.78,-19.12,67.25,-21.09,52.5,48.94,23.33,-18.97,-1.66,-1.23,8.69,-1.49,-1.78,-1.65,-1.66,-16.74,-18.98,-107.31,-96.6,-98.15,-98.15,-98.15,-10.22,-74.55,-9.53,-326.81,104.38,1636.54,-10.05,-14.93,-16.48,,5863,756.83,7.28,1.05,50.13,2.26,161.84,7.85,165.43,163.61,-25651,11.19,1.34,1.34,2.6
6423 億而得-創,0,0.964157073,0.033772046,,0.804180109,,0.998704384,1.314537877,1.314537877,-0.73,1.216008062,-1.082116321,5.349177223,0.160913628,-0.110069722,0.952489808,9.59,-10.5,7.17,-11.47,-9.35,4.19,98.07,98.07,11.75,-17.28,-20.7,-29.03,7.56,113.61,6.54,86.32,59.93,56.53,121.6,0.25,0.66,3.37,0.4,-0.61,-0.58,-0.7,16.07,17.02,210.11,-570.67,-663.85,-663.85,106.06,57.63,67.04,-16.56,-40.46,1466.77,6.91,,3.96,-5.82,,189885,3.37,16.47,0.51,22.16,0,0,0.55,22.16,0,-127474,7.62,6.91,6.91,2.92
6457 紘康,0,0.22153223,0.210696049,0.21811725,0.483651615,0.455262924,0.438123683,0.59230684,0.594983204,1.66,0.603057965,1.037359011,10.06774686,1.418069767,0.630116279,-1.114232558,12.8,7.79,10.21,9.52,12.38,9.54,41.6,41.6,9.97,9.57,7.54,-0.39,7.56,131.51,17.72,31.63,20.54,9,60.31,1.62,2.17,21.26,2.12,2.09,2.04,1.61,8.51,7.91,-0.45,0.82,-9.28,-9.28,-9.01,2.4,0.58,-0.75,89.85,515.21,23.36,,21.09,20.26,5.67,419827,45.81,6,1.03,60.85,3.42,106.67,1.26,120.17,117.73,47812,17.88,1.66,1.66,1.89
6485 點序,0,0.340653321,0.221298545,0.370842458,0.520831041,0.303947397,0.230797,0.412978814,0.412978814,-2.18,-0.671611836,1.962181234,-4.577696866,0.714522818,0.144574347,0.159018065,-1.98,-6.91,-2.87,-9.19,-4.01,-8.47,41.84,41.84,-11.21,-11.13,-11.33,0.07,-10.44,78.88,-7.79,53.05,29.79,35.08,-67.16,-1.99,-4.59,20.9,-2.34,-2.34,-2.33,-2.17,-32.2,-30.27,-157.26,-155.1,-163.65,-163.65,-158.66,-10.75,-11.38,-16.19,39.13,378.94,28.33,-19.78,-23.42,-23.27,,649056,63,5.46,0.63,66.89,1.25,292.86,0.81,305.61,268.11,43305,27.28,1.31,1.31,3.53
6494 九齊,0,0.399177469,0.275322995,0.257665231,0.553216172,0.508621922,0.380485573,0.549818554,0.549818554,3.92,1.264039578,1.805026053,4.55954681,3.307211157,-1.086821195,-1.221033415,29.55,16.09,24.86,22.09,19.09,21.81,40.57,40.57,12.91,12.15,10.32,-0.76,10.19,146.67,25.19,27.66,19.89,19.5,126.4,3.87,8.32,37.94,4.9,4.61,4.61,3.92,12.78,11.9,16.26,10.71,12.19,12.19,10.41,8.62,5.31,2.52,97.82,315.54,39.37,,48.98,46.1,10.62,376867,60.87,7.23,1.56,50.45,4.9,74.49,2.14,79.56,86.26,94576,15.07,2.55,2.55,1.96
6510 精測,0,0.828826669,0.100357661,0.052673046,0.96581759,0.185708931,0.600845977,0.056899041,0.056899041,23.51,1.170074042,1.159153941,2.955995738,0.387482633,-0.235423208,0.849281308,20.37,13.83,16.59,17.37,34.89,17.37,55.39,55.39,28.84,29.18,23.68,0.35,23.68,208.56,17.03,26.56,32.75,16.19,117.01,22.46,33.58,94.84,27.35,28.97,27.68,22.46,19.82,27.21,22.47,22.03,21.76,21.76,21.76,67.08,112.03,4.58,86.88,500.02,15.62,,273.47,276.78,55.47,3596522,11.94,7.31,0.58,49.92,4.17,87.52,0.73,83.86,62.31,-2640276,14.51,5.63,5.63,5.47
6515 穎崴,0,0.344633897,0.406227334,0.162318882,0.819950876,0.61606309,0.331994162,0.323329828,0.323329828,4.92,0.823479502,1.454168344,4.774257045,-2.687864258,0.367647667,3.314450461,19.07,10.78,15.2,14.96,20.1,14.89,41.13,41.13,15.58,14.4,11.3,-1.18,11.25,160.98,16.58,25.55,27.25,4.76,82.35,4.9,9.13,43.58,6.79,6.28,6.28,4.92,-23.82,-21.9,-34.22,-42.36,-45.88,-45.88,-46,-15.28,-11.45,-8.2,,243.99,35.85,413.15,67.9,62.77,10,454832,49.71,3.53,0.95,103.53,5.63,64.83,1.32,71.39,63.07,302930,25.21,0.74,0.74,
6568 宏觀,0,0.735895396,0.080782211,0.088636934,0.93426749,0.234400939,0.442625357,0.20855782,0.20855782,9.65,1.128043915,0.83481758,4.515674102,4.553227329,-0.949299372,-2.603002425,22.09,17.2,17.89,21.16,27.64,21.14,45.45,45.45,28.63,26.53,21.46,-2.1,21.44,270.1,23.08,16.83,9.84,11.42,112.8,9.64,9.96,44.97,12.87,11.93,11.93,9.65,-1.09,2.48,6.72,0.72,0.37,0.37,-0.06,7.2,10.79,0.03,154.11,554.01,21.37,491.27,128.73,119.29,58.55,990005,17.28,12.59,0.8,28.98,4.05,90.07,0.99,88.08,116.18,152915,8.79,3.03,3.03,2.61
6573 虹揚-KY,0,0.192173327,0.572000546,0.181164294,0.616439375,0.50080922,0.149153514,0.470322811,0.470322811,3.07,0.12867593,0.821793342,12.00623429,1.21716346,-2.018928437,1.852289719,11.18,8.04,9.18,15.22,14.22,13.09,22.61,22.61,9.62,10.14,8.5,0.52,7.31,174.02,9.91,12.99,12.64,3.44,12.87,2.41,3.01,33.01,3.18,3.66,3.35,2.81,7.53,-3.01,-4.89,12.32,9.62,9.62,-5.74,26.55,36.25,1.02,,125.64,102.14,10.68,31.75,33.46,64.36,347103,95.1,2.34,0.86,155.87,5.97,61.13,1.79,85.04,69.62,-229879,46.52,1.7,1.7,
6594 展匯科,0,0.601434936,0.144734705,0.141275197,0.287319236,0.559308754,0.384712489,0.548096147,0.548096147,1.15,0.696698298,2.59899322,6.759157152,2.47213963,-2.170560297,0.698420666,10.51,5.09,8.96,6.42,9.97,6.67,41.11,41.11,6.13,5.69,4.92,-0.43,5.11,117.51,7.62,34.98,22.13,22.23,69.67,1.15,3.45,22.42,1.37,1.33,1.28,1.1,6.97,-5.46,-26.93,-34.48,-31.16,-31.16,-28.02,13.38,13.06,-1.58,,408.62,26.17,,13.74,12.76,43.78,283595,30.5,7.38,1.04,49.46,4.45,82.03,1.3,68.75,78.39,7109,12.56,1.29,1.29,2.73
6643 M31,0,0.554141252,0.297374391,,0.889295455,0.0186701,0.332608066,0.49371479,0.49371479,6.51,0.799992399,0.779246741,3.762060857,-2.363286787,2.777040208,0.342768928,33.29,25.72,28.58,35.21,38.11,35.2,100,100,38.69,34.11,29.41,-4.58,29.4,163.11,34.57,61.31,39.44,44.97,80,6.5,5.89,22.12,8.56,7.55,7.55,6.5,26.43,26.43,39.19,23.54,23.92,23.92,23.88,19.89,21.35,5.53,,298.62,36.3,1030.05,85.58,75.45,30.82,418081,32.22,3.72,0.87,98.07,0,,1.2,,0,91611,29.51,9.17,9.17,2.15
6651 全宇昕,0,0.093590913,0.377724087,0.50308294,0.752908192,0.319663424,0.092597562,0.612073811,0.612073811,3.38,-0.082394051,-0.357989603,-25.80705028,-0.967470868,-0.322632529,2.290103397,14.73,11.25,12.21,22.9,12.45,22.9,31.3,31.3,11.5,10.82,8.96,-0.67,8.96,158.06,13.78,19.8,11.37,4.03,-8.24,3.18,-1.46,35.46,4.08,4.08,3.84,3.18,15.58,27.39,139.23,141.5,145.32,145.32,142.57,30.98,43.01,7.32,,192.41,108,17.62,40.76,38.38,42.11,330584,172.99,3.01,1.18,121.06,1.85,197.11,2.55,246.04,246.95,-38435,34.18,1.39,1.39,3.6
6684 安格,0,0.46565888,0.058339986,0.085374955,0.438400798,0.467354238,0.372607265,0.609726562,0.609726562,4.9,1.458418983,1.509500326,2.782356488,1.561801756,-2.092772617,1.557068329,32.88,28.93,32.88,36.54,27.85,36.54,56.58,56.58,24.88,23.81,24.5,-1.07,24.5,178.47,30.5,31.71,22.56,24.02,145.84,4.1,7.18,16.75,4.17,4.76,3.99,4.1,85.51,84.42,170.93,155.64,163.08,163.08,163.3,161.8,170.54,33.57,,456.91,25.16,,41.67,39.87,48.82,300378,16.52,16.16,1.18,22.58,7.28,50.12,1.49,3.76,81.46,-103226,6.57,0.8,0.8,
6693 廣閎科,0,0.320594952,0.304018744,0.19436486,0.223509602,0.589816286,0.0838613,1.593853447,1.593853447,0.63,-0.253903557,-1.45983389,-14.65252597,1.063306391,0.412018676,-0.479266027,10.41,6.46,8.07,10.56,5.92,10.56,21.76,21.76,6.32,4.68,3.56,-1.65,3.56,140.96,12.46,15.44,9.26,7.12,-25.39,0.63,-1.21,17.68,1.12,0.83,0.83,0.63,47.11,49.76,1449.27,1059.75,1040.57,1040.57,1000.75,21.16,11.36,6.44,,202.1,75.76,32.51,11.18,8.27,100,170335,76.31,7.23,1.76,50.46,8.49,42.99,2.97,27.08,85,3343,16.52,0.7,0.7,
6699 奇邑,0,0.473975491,0.028017996,0.073806073,0.104452886,0.24127244,0.603356529,0.616629099,0.616629099,0.35,-0.489152681,-1.440254821,-13.47890018,-0.09309443,-0.573078849,1.669356185,3.36,2.62,3.24,2.84,6.62,2.84,57.33,57.33,6.49,5.15,5.15,-1.34,5.15,112.77,3.56,50.84,33.4,25.68,-48.92,0.33,-0.51,6.47,0.42,0.35,0.33,0.33,24.64,24.51,-31.17,-45.37,-45.37,-45.37,-45.37,109.84,122.38,-3.78,,1553.21,6.38,,4.2,3.33,100,248514,9.57,18.2,0.51,20.06,3.6,101.36,0.55,85.79,153.24,-117817,6.6,0.94,0.94,
6716 應廣,0,0.533533526,0.223855326,0.172762502,0.347691227,0.386487541,0.430580562,0.500004369,0.50625162,4.2,1.163365776,1.052309094,5.153639689,3.206705074,-1.018185604,-1.18851947,23.29,17.77,19.15,22.5,19.94,22.5,39.7,39.7,22.27,18.44,15.15,-3.83,15.15,227.69,26.89,17.44,17.03,9.3,116.34,4.2,5.38,27.74,6.18,5.11,5.11,4.2,4.15,9.59,11.27,-2.88,-1.48,-1.48,-1.48,7.71,15.24,0.1,,489.31,23.14,240.9,61,50.51,44.4,309203,44.89,5.13,1.17,71.21,4.08,89.54,1.49,115.47,84.3,50745,18.27,0.81,0.81,
6732 昇佳電子,0,0.171776104,0.301585576,0.512422734,0.975287304,0.811146246,0.176061952,0.92694898,0.92694898,0.24,0.030398445,1.211747902,155.2160012,-2.006207508,16.27224357,-14.13656518,8.49,1.2,7.19,2.21,3.59,2.21,15.02,15.02,0.83,0.53,0.5,-0.3,0.5,105.86,1.97,14.19,8.39,9.56,3.04,0.22,0.3,43.89,0.36,0.25,0.23,0.22,21.13,15.15,77.47,-4.65,2.71,2.71,2.71,26.61,17.35,2.66,,193.61,92.4,75.68,3.65,2.33,10,209004,135.88,9.76,2.36,37.4,4.5,81.11,4.39,55.57,91.71,-48368,12.38,0.52,0.52,
6756 威鋒電子,0,0.653459719,0.117177897,0.221969857,0.279395421,0.571730063,0.39415997,1.011821447,1.011821447,2.1,0.605266439,2.057291501,6.108425482,0.5731487,-0.015937443,0.442788743,6.91,12.64,6.87,20.39,8.88,9.14,47.91,47.91,11.21,7.96,8.09,-3.26,3.62,130.56,18.46,36.69,22.59,31.82,60.53,0.72,4.24,19.77,2.22,2.06,1.57,1.6,43.47,31.03,268.16,1448.94,2528.95,2528.95,677.32,52.53,70.6,15.54,,273.13,54.58,,22.16,15.73,100,555369,50.11,10.65,1.56,34.29,3.8,96.14,2.52,32.43,119,-161973,8.66,0.65,0.65,
6799 來頡,0,0.367266242,0.138517357,0.27185684,0.948639304,0.444357417,0.417769216,2.092897651,2.092897651,-1.71,-0.187980271,0.186042614,-18.0420045,0.52094333,0.982752552,-0.351988736,-16.91,-24.16,-18.14,-30.62,-20.84,-30.62,28.45,28.45,-22.82,-29.79,-29.79,-6.97,-29.79,55.49,-22.35,51.27,37.87,27.78,-18.8,-1.71,-0.32,5.74,-1.31,-1.71,-1.71,-1.71,,,,,,,,-15.78,-25.29,,,344.24,35.44,-2650.72,-13.1,-17.11,,115376,50.06,5.16,0.81,70.74,2.67,136.61,1.03,154.73,142.58,-4576,14.06,0.77,0.77,
6819 眾智,0,0.331091843,0.063136188,0.186845353,0.718871443,0.358706038,0.50270713,1.03656318,1.03656318,-0.42,-0.66472542,1.583911535,-10.83586585,0.285184462,-0.171540113,0.886082374,,,,,1.8,,38.66,38.66,-4.83,-5.83,-6.57,-0.99,-6.36,88.89,,43.49,36.13,19.63,-66.47,-0.42,-0.6,6.6,-0.32,-0.38,-0.38,-0.43,,,,,,,,,,,,862.67,9.94,-61.75,-3.12,-3.76,,167627,20.05,,,,,,,,138.84,,7.56,0.92,0.92,
7530 鋒魁科技,0,0.0906941,0.411131311,0.488027669,0.735569364,0.161903116,0.275474129,1.299279828,1.299279828,7.21,-0.158092799,-0.762205977,-7.688316851,2.261011236,-0.697191011,-0.563820225,9.04,19.61,7.09,180.79,22.78,17.19,26.35,26.35,-6.63,17.06,16.31,23.69,1.55,79.91,-7.8,32.98,27.27,,-15.81,0.69,-5.75,44.2,-2.93,7.54,7.54,7.21,24.79,71.42,25.96,230.37,220.69,220.69,111.46,44.19,2643.18,35.47,,106.31,501.48,14.18,-29.29,75.43,100,8026,451.66,3.35,1.13,109.04,2.3,158.76,11.08,203.53,211.53,2152,35.96,0.6,0.6,
8024 佑華,0,0.263379973,0.153042068,0.13394395,0.8172798,0.516828465,0.276001796,0.680552392,0.680552392,0.11,0.213969551,2.979011611,28.98176185,-0.387323398,0.906173795,0.262202439,4.42,0.6,3.57,0.7,6.08,0.7,32.83,32.83,2.66,1.16,0.82,-1.5,0.82,108.8,3.03,30.18,23.45,15.29,21.4,0.11,0.44,12.84,0.34,0.15,0.15,0.11,-4.62,0.16,28.3,-58.32,-57.41,-57.41,-57.41,-1.75,-1.76,-0.95,142.54,648.66,17.01,,3.35,1.46,24.4,513177,25.75,6.2,0.73,58.84,5.74,63.63,0.85,79.25,74.84,47546,16.01,0.65,0.65,2.57
8127 利汎,0,0.041771402,0.57665466,0.339342063,0.90565703,0.144513782,0.191737596,0.972509262,0.972509262,-0.16,-0.04339581,2.356604,-35.35945122,0.623179227,1.073337555,-0.696516783,4.94,-0.48,4.1,-1.55,6.35,-1.5,3.8,3.8,-0.59,-1.2,-1,-0.61,-0.97,86.62,-0.47,4.38,18.72,,-4.34,-0.16,-0.46,16.25,-0.1,-0.2,-0.2,-0.16,-1.22,-42.44,-127.67,-169.95,-170.26,-170.26,-168.31,4.52,-3.84,-1.94,67.44,110.62,108.71,-1.59,-0.95,-1.95,,48159,104.38,2.47,0.77,147.88,4.4,82.9,1.55,188.52,87.19,35744,41.57,0.62,0.62,4
8179 旭德,0,0.32058131,0.424392067,0.218139808,0.719844397,0.328633442,0.376781211,0.850374335,0.850374335,0.06,0.388056364,22.88515722,7.548901802,-5.918822415,2.690694455,4.22812796,9.05,0.6,7.99,0.52,11.4,4.48,15.52,15.52,5.35,0.58,0.58,-4.77,4.91,152.6,3.74,10.17,27.52,2.93,38.81,0.54,1.44,10.95,0.59,0.06,0.06,0.06,4.39,-1.52,158.69,-55.64,-51.11,-51.11,29.51,-2.29,0.25,-0.24,92.58,195.6,56.71,2.04,5.73,0.62,-281.2,1000551,39.1,3.61,0.57,101.05,6.1,59.86,0.91,116.74,63.07,220570,28.34,0.59,0.59,5.54
8351 藍摩半導體,1,0.088094972,0.487890902,0.336072906,0.838479229,0.23195701,0.067249187,1.78654953,1.78654953,-4.15,0.479836774,-1.019425694,5.450701998,13.60208514,-3.993173638,-8.608911506,-16.01,-22.34,-15.76,-54.12,-13.32,-49.51,-4.31,-4.31,-14.7,-18,-17.02,-3.3,-15.57,-41.41,-21.27,10.4,8.4,0.52,47.98,-3.8,4.48,24.41,-3.59,-4.39,-4.39,-4.15,-32.97,-328.53,-449.33,-860.8,-1139.11,-1139.11,-498.91,-28.75,-42.64,-17.98,118.21,93.97,169.18,-31.95,-35.89,-43.93,,-41287,129.11,3.83,1.35,95.21,7.4,49.32,3.18,121.83,43.48,77957,17.53,0.77,0.77,6.41
2340 台亞,0,0.450391456,0.279149766,0.222900096,0.727652817,0.311310196,0.281931017,0.591485315,0.591485315,1.47,0.347907789,0.948503516,7.251158377,5.079457058,-0.576453303,-3.558430769,12.3,6.72,10.1,8.85,23.34,8.63,30.23,30.23,13.76,14.54,12.17,0.78,11.86,183.5,8.68,16.48,23.61,5.93,34.79,1.43,1.66,12.07,1.66,1.75,1.75,1.47,-4.03,-1.95,-5.82,-4.04,-2.85,-2.85,-4.89,3.07,4.25,-0.1,104.14,280.89,35.37,29.81,16.57,17.51,65.9,3846578,39.82,3.32,0.53,110.02,3.08,118.46,0.73,157.47,126.03,-167832,31.08,0.89,0.89,9.12
2363 矽統,0,0.885376432,0.025405275,0.065872653,0.149530929,0.204980735,0.679506446,0.890388832,0.890388832,-0.32,-3.970384515,2.204811415,-0.634877043,-3.543774898,6.775139932,-2.225384499,-2.11,-2.56,-2.39,-2.59,-64.9,-2.59,19.88,19.88,-174.49,-71.44,-78.54,103.05,-78.54,10.23,-19.63,194.37,127.87,140.67,-397.04,-0.33,-0.63,0.42,-0.72,-0.29,-0.3,-0.33,5.23,-57.12,-29.19,29.89,36.87,36.87,17.59,-12.85,-13.27,1.33,-313.87,1456.55,1.5,,-6.95,-2.85,,1200562,1.87,6.43,0.03,56.76,2.6,140.5,0.03,157.37,218.49,-296193,14.68,0.82,0.82,1.96
2369 菱生,0,0.35003202,0.31659647,0.099959613,0.952838452,0.157287891,0.392435153,0.639934859,0.639934859,-0.55,0.639463993,-3.59583493,6.27888754,-1.462222751,1.079862291,1.381232729,8.56,-2.06,6.74,-3.2,14.26,-3.2,4.57,4.57,-5.25,-4.43,-3.73,0.82,-3.73,46.5,-3.22,9.82,33.42,3.28,63.95,-0.55,2.23,14,-0.74,-0.62,-0.62,-0.55,-13.53,-64.04,-315.21,-216.28,-238.64,-238.64,-264.01,-12.65,-5.18,-4.06,83.42,266.79,37.2,-10.83,-7.25,-6.11,,2178004,24.43,4.35,0.6,83.91,12.35,29.55,0.86,95.9,25.18,566358,21.04,0.58,0.58,7.21
2379 瑞昱,0,0.084249752,0.145050196,0.114596859,0.467187094,0.181357022,0.234176221,0.206149869,0.206149869,8.57,0.252097901,1.759372207,5.590327506,-1.550464974,1.546955033,1.19607717,11.5,8.07,10.33,18.71,13.83,18.79,44.67,44.67,8.22,10.17,9.5,1.95,9.54,122.55,16.7,36.45,23.65,28.32,25.21,8.6,16.14,90.15,7.41,9.17,9.17,8.56,9.88,14.28,17.48,28.43,28.26,28.26,30.62,11.36,12.75,1.69,136.45,157.38,136.35,34.17,74.09,91.66,29.93,18651024,53.89,7.9,0.83,46.23,4.47,81.58,1.97,50.24,85.57,2180718,16.2,1.5,1.5,3.62
2451 創見,0,0.088716571,0.133312046,0.19758196,0.452185692,0.744063344,0.16081434,0.215593188,0.215593188,4.83,2.657093641,1.651491381,4.019789791,-1.977418771,1.808616821,1.166229051,12.75,9.33,10,10.29,16.26,10.19,20.04,20.04,12.15,15.06,11.82,2.92,11.71,253.88,13.97,7.89,8.19,0.9,265.71,4.79,10.17,40.89,4.97,6.16,6.16,4.83,-15.97,-36.13,-46.47,-19.89,-21.6,-21.6,-24.71,-3.98,-2.53,-2.53,111.36,977.14,9.43,,49.67,61.6,8.96,14466496,26.69,7.57,0.79,48.22,3.34,109.16,0.87,124.96,82.58,4833254,12.2,1.32,1.32,5.34
2481 強茂,0,0.198429206,0.449952709,0.256131354,0.669096607,0.304754995,0.196954087,0.553374513,0.553374513,2.41,0.376405573,1.926563635,6.192210924,3.057319706,-1.509339521,-0.74283587,11.84,5.38,10,12.11,17.92,13.04,22.33,22.33,8.2,8.38,7.41,0.18,7.98,158.09,6.78,14.12,20.24,2.82,37.64,2.59,4.96,30.73,2.52,2.58,2.58,2.41,-4.44,-4.53,-1.12,385.49,588.1,588.1,-18.97,-20.2,-7.59,4.57,128.55,161.18,135.7,7.75,25.22,25.76,79.27,2983542,83.05,2.88,0.64,126.96,4.17,87.48,1.63,135.41,84.61,231258,31.12,0.96,0.96,3.62
3041 揚智,0,0.233141245,0.072309094,0.095672526,0.342092756,0.494581896,0.474857412,0.831087372,0.831087372,-2.58,-0.414421524,0.335878912,-7.100835587,-37.38567342,36.70103433,1.458956866,-17.84,-15.72,-13.33,-18.97,-35.61,-19.12,17.62,17.62,-44.35,-41.93,-31.59,2.42,-31.84,28.44,-50.56,61.98,40.04,42.95,-41.44,-2.59,-1.15,8.14,-3.61,-3.42,-3.41,-2.57,-24.3,-53.41,-68.47,-76.65,-62.49,-62.49,-60.53,-14.59,-17.17,-6.03,-72.19,375.03,22.7,-4249.24,-35.36,-33.43,,2254790,14.19,9.58,0.5,38.09,4.5,81.05,0.6,44.47,63.28,312566,9.22,0.76,0.76,2.2
3105 穩懋,0,0.4819056,0.125489555,0.344733337,0.645314166,0.285518455,0.645084361,0.165524148,0.165524148,7.39,1.431287831,1.467221189,3.159167649,-2.295614906,1.83387461,1.468829259,18.55,8.51,14.91,11.93,40.32,10.93,31.28,31.28,18.52,21.57,17.71,3.06,16.23,245.05,11.64,12.77,19.49,5.63,143.13,6.77,12.96,40.85,7.56,8.84,8.81,7.37,1.31,-14.42,-29.85,-17.53,-17.47,-17.47,-21.81,-4.23,-0.78,-0.61,86.85,296.07,38.49,167.31,75.63,88.12,32.18,7506146,20.82,11.64,0.48,31.35,3.11,117.4,0.67,105.92,123.48,4899997,8.22,1.57,1.57,21
3128 昇銳,0,0.156664922,0.257274378,0.514804976,0.610951977,0.358126778,0.200241895,0.723118085,0.723118085,0.37,0.231743975,2.869478037,15.54061667,-3.985205813,0.813767296,4.345226699,3.1,1.88,2.79,2.55,3.43,3.07,22.27,22.27,1.95,2.24,2.1,0.3,2.52,109.57,1.96,20.33,21.47,4.8,23.17,0.44,1.09,16.94,0.33,0.38,0.38,0.37,0.06,1.85,13.26,28.54,61.65,61.65,84.95,-4.21,-1.02,0.54,65.94,231.08,48.82,8.56,3.3,3.8,11.16,259031,60.7,6.03,0.81,60.5,2.38,153.21,1.22,168.2,155.77,-30144,17.44,0.82,0.82,3.46
3186 聯笙,1,0.048318276,0.071355596,0.795749114,0.52286714,0.087982019,0.064277967,-34.25013619,-34.25013619,-0.11,0.070210514,-1.979151319,3.102140331,6.198661744,0.806414398,-6.005076142,1.26,-2.36,0.33,,5.67,,35.93,35.93,-51.73,-16.29,-16.1,35.44,-16.1,40.99,-16.53,87.66,66.7,53.29,7.02,-0.11,0.22,0.7,-0.36,-0.11,-0.11,-0.11,-19.75,-2.16,34.73,67.27,62.64,62.64,62.64,-3.58,-69.78,5.47,-646.53,39.14,1151.36,-1.37,-3.61,-1.14,,-232878,-372.32,9.08,0.22,40.21,0.43,845.9,-3.01,617.97,895.79,107303,12.82,0.76,0.76,3.01
3189 景碩,0,0.521839539,0.198109375,0.169442344,0.846026074,0.222871816,0.304926789,0.151550722,0.151550722,0.78,0.402245216,5.774035146,5.783661692,-15.00890456,17.9632074,-2.177399824,11.99,1.2,9.24,1.38,21.26,1.52,22.7,22.7,3.34,2.99,1.73,-0.34,1.92,117.23,2.16,19.36,23.06,9.35,40.22,0.87,9.19,52.64,1.76,1.59,1.58,0.78,6.23,29.4,98.3,34.28,22.58,22.58,44.52,0.82,-0.56,1.46,89.17,189.18,43.28,6.86,17.56,15.76,-93.5,9095370,23.84,6.32,0.56,57.77,6.8,53.7,0.8,63.27,76.36,-1049386,16.11,0.62,0.62,7.37
3264 欣銓,0,0.336142257,0.32085921,,0.891225444,0.000368303,0.345397992,0.445640797,0.445640797,3.31,0.944283105,1.824654231,2.335725451,-2.608949216,3.199815825,0.387835666,24.28,9.47,18.97,14.62,51.19,12.72,33.65,33.65,21.77,23.46,18.34,1.7,15.95,283.2,12.56,11.88,30.11,4.07,94.43,2.84,7.72,17.81,3.88,4.23,4.18,3.27,7.43,15.6,13.57,28.87,22.17,22.17,7.94,8.52,8.11,0.92,107.34,143.27,60.54,28.12,37.48,40.41,49.34,1656529,15.99,4.92,0.5,74.24,0,0,0.8,74.15,0,1326535,20.84,0.99,0.99,17.48
